"q2","q3","q4","q6","q7","q7_7_text","q19","q12","q12_5_text","q13","q14","q14_12_text","q57","q15","q20","q16","q11","q11_9_text","q17","q40_1","q41","q42","q43","q121","q46_1","q47","q48","q49","q122","q51_1","q52","q53","q54","q123","q23_1","q24","q25","q26","q124","q34_1","q35","q36","q37","q125","q28_1","q29","q30","q31","q126","age","male","educ","married","white","race","preference","sexuality","straight","trans","religion","religiosity","ideo5","partyid","viewer_party","democrat_respondent","partisan_id","poli_interest","employment","employed","income","treatment","same_party"
1996,"Female","4-year college degree","Married","Asian or Asian-American",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Moderately important","Moderate","Republican","Only now and then","Working part time now",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,"Probably","Probably","Possibly","Possibly",NA,NA,NA,NA,NA,22,0,5,1,0,1,1,3,1,0,11,3,3,3,2,0,2,2,9,0,2,1,NA
1990,"Male","4-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Liberal","Democrat","Only now and then","Working full time now",NA,"$30,000 - $39,999",78,"Definitely","Very probably","Possibly","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,5,0,1,11,2,3,1,0,2,1,4,1,0,1,0,2,8,1,4,0,NA
1990,"Male","Some college, but no degree (yet)","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Conservative","Independent","Most of the time","Working full time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,87,"Very probably","Very probably","Probably","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,3,0,1,11,2,3,1,0,1,1,2,2,1,0,1,4,8,1,5,1,1
1981,"Male","Did not graduate from high school","Never married","White",NA,"Women","Bisexual",NA,"No","Protestant",NA,"Moderately important","Moderate","Republican","Some of the time","Unemployed",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,1,1,0,1,11,2,1,0,0,10,3,3,3,2,0,2,3,7,0,3,2,NA
1963,"Female","4-year college degree","Divorced","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Slightly important","Liberal","Democrat","Most of the time","Working full time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"Probably","Probably","Possibly","Probably",NA,NA,NA,NA,NA,55,0,5,0,1,11,1,3,1,0,10,2,4,1,0,1,0,4,8,1,8,1,0
1992,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Very important","Moderate","Democrat","Most of the time","Working full time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"Very probably","Very probably","Probably","Definitely",26,0,5,1,1,11,1,3,1,0,11,4,3,1,0,1,0,4,8,1,8,2,1
1981,"Female","Some college, but no degree (yet)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Moderate","Independent","Some of the time","Other","MTurk","$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,"Very probably","Very probably","Very probably","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,0,3,1,1,11,1,3,1,0,1,1,3,2,1,0,1,3,1,0,4,0,NA
1960,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Slightly important","Very liberal","Democrat","Most of the time","Working full time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,0,5,1,1,11,1,3,1,0,10,2,5,1,0,1,0,4,8,1,8,0,NA
1954,"Male","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Conservative","Independent","Most of the time","Working full time now",NA,"Prefer not to say",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Definitely not","Definitely not","Definitely not","Definitely not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,1,6,1,1,11,2,3,1,0,2,1,2,2,1,0,1,4,8,1,NA,2,0
1946,"Male","Some college, but no degree (yet)","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Not at all important","Moderate","Republican","Most of the time","Retired",NA,"$60,000 - $69,999",92,"Very probably","Very probably","Very probably","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,1,3,1,1,11,2,3,1,0,9,1,3,3,2,0,2,4,3,0,7,0,NA
1975,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Moderately important","Conservative","Republican","Some of the time","Working full time now",NA,"$80,000 - $89,999",NA,NA,NA,NA,NA,91,"Very probably","Definitely","Very probably","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,1,5,1,1,11,2,3,1,0,11,3,2,3,2,0,2,3,8,1,9,1,NA
1990,"Female","Some college, but no degree (yet)","Married","White",NA,"Men","Other","Demisexual","No","Nothing in particular",NA,"Not at all important","Moderate","Independent","Some of the time","Student",NA,"$100,000 - $119,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"Probably","Probably not","Definitely not","Probably",28,0,3,1,1,11,1,5,0,0,9,1,3,2,1,0,1,3,4,0,11,2,0
1984,"Male","High school graduate","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Not at all important","Conservative","Republican","Hardly at all","Working full time now",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,"Possibly","Possibly","Possibly","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1,2,0,1,11,2,3,1,0,9,1,2,3,2,0,2,1,8,1,2,2,NA
1977,"Female","4-year college degree","Married","White",NA,"Women","Bisexual",NA,"No","Atheist",NA,"Not at all important","Very liberal","Democrat","Only now and then","Taking care of home or family",NA,"$100,000 - $119,999",NA,NA,NA,NA,NA,71,"Probably not","Definitely not","Definitely not","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,0,5,1,1,11,2,1,0,0,2,1,5,1,0,1,0,2,5,0,11,1,0
1988,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Very important","Conservative","Republican","Some of the time","Working full time now",NA,"$120,000 - $149,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,"Probably","Probably","Possibly","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0,6,1,1,11,1,3,1,0,11,4,2,3,2,0,2,3,8,1,12,0,NA
1966,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Married","White",NA,"Women","Lesbian/gay woman",NA,"No","Agnostic",NA,"Not at all important","Very liberal","Democrat","Most of the time","Working full time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,"Possibly","Probably not","Probably not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,0,6,1,1,11,2,4,0,0,1,1,5,1,0,1,0,4,8,1,5,2,1
1977,"Male","4-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Very important","Conservative","Republican","Most of the time","Working full time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,"Very probably","Probably","Possibly","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,1,5,0,1,11,2,3,1,0,10,4,2,3,2,0,2,4,8,1,4,2,NA
1993,"Male","Some college, but no degree (yet)","Never married","White",NA,"Women","Bisexual",NA,"No","Agnostic",NA,"Not at all important","Liberal","Democrat","Some of the time","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,"Very probably","Very probably","Very probably","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,3,0,1,11,2,1,0,0,1,1,4,1,0,1,0,3,8,1,6,2,1
1954,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Moderate","Republican","Most of the time","Working full time now",NA,"$100,000 - $119,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,"Definitely","Definitely","Definitely","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,0,5,1,1,11,1,3,1,0,1,1,3,3,2,0,2,4,8,1,11,0,NA
1993,"Male","4-year college degree","Never married","Asian or Asian-American",NA,"Women","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Slightly important","Liberal","Independent","Hardly at all","Unemployed",NA,"Prefer not to say",NA,NA,NA,NA,NA,50,"Probably not","Possibly","Definitely not","Definitely not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,5,0,0,1,2,3,1,0,11,2,4,2,1,0,1,1,7,0,NA,1,1
1994,"Male","2-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Slightly important","Moderate","Independent","Some of the time","Working part time now",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,"Definitely","Very probably","Very probably","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,4,0,1,11,2,3,1,0,10,2,3,2,1,0,1,3,9,0,7,2,0
1986,"Male","4-year college degree","Divorced","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Liberal","Democrat","Some of the time","Working full time now",NA,"$60,000 - $69,999",90,"Definitely","Definitely","Very probably","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1,5,0,1,11,2,3,1,0,2,1,4,1,0,1,0,3,8,1,7,0,NA
1988,"Male","4-year college degree","Married","Asian or Asian-American",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Very liberal","Democrat","Only now and then","Working full time now",NA,"$150,000 - $199,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,"Definitely not","Probably not","Probably not","Very probably",30,1,5,1,0,1,1,3,1,0,1,1,5,1,0,1,0,2,8,1,13,2,1
1980,"Female","Some college, but no degree (yet)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Very important","Very liberal","Democrat","Some of the time","Taking care of home or family",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"Definitely not","Definitely not","Definitely not","Definitely not",NA,NA,NA,NA,NA,38,0,3,1,1,11,1,3,1,0,10,4,5,1,0,1,0,3,5,0,7,1,0
1981,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Married","White,Asian or Asian-American",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Very liberal","Democrat","Most of the time","Working full time now",NA,"$120,000 - $149,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,"Probably not","Probably not","Definitely not","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,0,6,1,0,12,2,3,1,0,2,1,5,1,0,1,0,4,8,1,12,2,1
1991,"Female","Some college, but no degree (yet)","Married","White,Native American",NA,"Women","Lesbian/gay woman",NA,"No","Atheist",NA,"Not at all important","Very liberal","Independent","Some of the time","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,71,"Probably not","Possibly","Probably not","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0,3,1,0,22,2,4,0,0,2,1,5,2,1,0,1,3,8,1,6,1,1
1946,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Widowed","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Slightly important","Moderate","Republican","Most of the time","Working part time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,"Possibly","Possibly","Possibly","Probably",72,0,6,0,1,11,1,3,1,0,10,2,3,3,2,0,2,4,9,0,8,2,NA
1974,"Male","Some college, but no degree (yet)","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Moderately important","Conservative","Independent","Most of the time","Working part time now",NA,"$20,000 - $29,999",95,"Definitely","Definitely","Very probably","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,1,3,0,1,11,2,3,1,0,11,3,2,2,1,0,1,4,9,0,3,0,NA
1986,"Female","2-year college degree","Never married","Black or African-American",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Very important","Moderate","Independent","Some of the time","Working full time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,"Possibly","Possibly","Possibly","Probably not",32,0,4,0,0,2,1,3,1,0,10,4,3,2,1,0,1,3,8,1,4,2,0
1984,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Slightly important","Very liberal","Independent","Most of the time","Working full time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Definitely not","Definitely not","Definitely not","Definitely not",NA,NA,NA,NA,NA,34,0,6,0,1,11,1,3,1,0,1,2,5,2,1,0,1,4,8,1,4,1,1
1970,"Female","Some college, but no degree (yet)","Divorced","Black or African-American",NA,"Men","Heterosexual/straight",NA,"No","Something else","Christian","Very important","Moderate","Independent","Some of the time","Working full time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"Probably not","Possibly","Probably not","Possibly",NA,NA,NA,NA,NA,48,0,3,0,0,2,1,3,1,0,12,4,3,2,1,0,1,3,8,1,4,1,1
1987,"Male","4-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Conservative","Republican","Most of the time","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"Probably","Probably","Possibly","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,5,0,1,11,2,3,1,0,2,1,2,3,2,0,2,4,8,1,6,2,NA
1997,"Male","High school graduate","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Liberal","Democrat","Most of the time","Unemployed",NA,"$150,000 - $199,999",NA,NA,NA,NA,NA,87,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,2,0,1,11,2,3,1,0,2,1,4,1,0,1,0,4,7,0,13,1,0
1988,"Male","High school graduate","Married","White",NA,"Women","Bisexual",NA,"No","Agnostic",NA,"Not at all important","Liberal","Independent","Some of the time","Working part time now",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,"Probably","Very probably","Probably","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,2,1,1,11,2,1,0,0,1,1,4,2,1,0,1,3,9,0,3,2,0
1995,"Female","Some college, but no degree (yet)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Moderately important","Liberal","Democrat","Some of the time","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,"Possibly","Probably","Possibly","Very probably",NA,NA,NA,NA,NA,23,0,3,1,1,11,1,3,1,0,10,3,4,1,0,1,0,3,8,1,6,1,0
1954,"Male","Some college, but no degree (yet)","Domestic/civil partnership","White",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Very important","Moderate","Independent","Most of the time","Working full time now",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"Definitely","Definitely","Very probably","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,1,3,0,1,11,2,3,1,0,10,4,3,2,1,0,1,4,8,1,7,2,0
1988,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Liberal","Democrat","Only now and then","Working full time now",NA,"$100,000 - $119,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,"Possibly","Possibly","Possibly","Possibly",NA,NA,NA,NA,NA,30,0,6,1,1,11,1,3,1,0,2,1,4,1,0,1,0,2,8,1,11,1,0
1972,"Female","4-year college degree","Married","White",NA,"Men","Bisexual",NA,"No","Atheist",NA,"Not at all important","Very liberal","Democrat","Most of the time","Working full time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Definitely not","Definitely not","Definitely not","Definitely not",NA,NA,NA,NA,NA,46,0,5,1,1,11,1,1,0,0,2,1,5,1,0,1,0,4,8,1,4,1,0
1982,"Female","High school graduate","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Moderately important","Moderate","Independent","Hardly at all","Unemployed",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,"Very probably","Probably","Very probably","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,2,1,1,11,1,3,1,0,10,3,3,2,1,0,1,1,7,0,5,0,NA
1983,"Male","High school graduate","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Liberal","Democrat","Most of the time","Working part time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,50,"Possibly","Probably not","Probably not","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,2,0,1,11,2,3,1,0,1,1,4,1,0,1,0,4,9,0,4,1,0
1989,"Male","4-year college degree","Never married","Asian or Asian-American",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Very important","Conservative","Republican","Some of the time","Working full time now",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,88,"Very probably","Very probably","Very probably","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1,5,0,0,1,2,3,1,0,10,4,2,3,2,0,2,3,8,1,2,1,NA
1979,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Liberal","Democrat","Most of the time","Working full time now",NA,"$50,000 - $59,999",77,"Probably","Probably","Probably","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,1,5,1,1,11,2,3,1,0,2,1,4,1,0,1,0,4,8,1,6,0,NA
1987,"Male","Some college, but no degree (yet)","Never married","Asian or Asian-American",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Liberal","Democrat","Most of the time","Working full time now",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,76,"Probably not","Probably not","Possibly","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,3,0,0,1,2,3,1,0,1,1,4,1,0,1,0,4,8,1,3,1,0
1976,"Male","4-year college degree","Divorced","Black or African-American",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Moderate","Democrat","Some of the time","Working full time now",NA,"$80,000 - $89,999",NA,NA,NA,NA,NA,50,"Definitely","Possibly","Possibly","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,1,5,0,0,2,2,3,1,0,10,5,3,1,0,1,0,3,8,1,9,1,0
1997,"Male","Some college, but no degree (yet)","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Conservative","Republican","Most of the time","Working part time now",NA,"$90,000 - $99,999",75,"Very probably","Very probably","Probably","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,3,0,1,11,2,3,1,0,2,1,2,3,2,0,2,4,9,0,10,0,NA
1988,"Male","High school graduate","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Not at all important","Conservative","Republican","Only now and then","Unemployed",NA,"$80,000 - $89,999",NA,NA,NA,NA,NA,81,"Probably","Very probably","Very probably","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,2,0,1,11,2,3,1,0,9,1,2,3,2,0,2,2,7,0,9,1,NA
1988,"Male","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Married","White",NA,"Women","Heterosexual/straight",NA,"Prefer not to say","Agnostic",NA,"Moderately important","Moderate","Republican","Some of the time","Working full time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,"Probably","Probably","Possibly","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,6,1,1,11,2,3,1,0,1,3,3,3,2,0,2,3,8,1,8,2,NA
1954,"Male","2-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Something else","Eckankar","Moderately important","Liberal","Democrat","Most of the time","Retired",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,91,"Definitely not","Definitely not","Definitely not","Definitely not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,1,4,0,1,11,2,3,1,0,12,3,4,1,0,1,0,4,3,0,2,1,0
1993,"Male","4-year college degree","Never married","White,Hispanic or Latino",NA,"Women","Heterosexual/straight",NA,"No","Something else","Flat/Dome Earth Bible Believer / Fake History","Very important","Conservative","Republican","Some of the time","Unemployed",NA,"$20,000 - $29,999",80,"Probably","Possibly","Probably","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,5,0,0,18,2,3,1,0,12,4,2,3,2,0,2,3,7,0,3,0,NA
1968,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Very liberal","Democrat","Most of the time","Working part time now",NA,"$120,000 - $149,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,"Possibly","Probably","Probably","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,5,1,1,11,1,3,1,0,1,1,5,1,0,1,0,4,9,0,12,0,NA
1979,"Female","4-year college degree","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Mormon",NA,"Extremely important","Conservative","Republican","Hardly at all","Working full time now",NA,"$80,000 - $89,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,"Very probably","Very probably","Probably","Very probably",39,0,5,0,1,11,1,3,1,0,7,5,2,3,2,0,2,1,8,1,9,2,NA
